review_id,product_id,category,review_text,review_length,num_words,sentiment_score,rating
R0033,P177,fashion,"Terrible experience, would not buy again.",41,6,0.07,4
R0034,P126,home,Not worth the money.,20,4,0.56,2
R0035,P152,fashion,"Terrible experience, would not buy again.",41,6,0.95,5
R0036,P129,electronics,Not worth the money.,20,4,0.24,5
R0037,P135,fashion,"Just okay, nothing special.",27,4,1.0,2
R0038,P150,home,"Just okay, nothing special.",27,4,-0.49,5
R0039,P100,home,"Terrible experience, would not buy again.",41,6,-0.65,5
R0040,P184,electronics,"Excellent product, I loved it!",30,5,0.17,4
R0041,P135,electronics,Not worth the money.,20,4,0.39,4
R0042,P165,fashion,Amazing quality and fast shipping.,34,5,0.18,3
R0043,P122,home,"Excellent product, I loved it!",30,5,-0.83,1
R0044,P101,fashion,"Terrible experience, would not buy again.",41,6,0.16,3
R0045,P154,home,"Terrible experience, would not buy again.",41,6,-0.45,5
R0046,P109,home,"Terrible experience, would not buy again.",41,6,0.53,1
R0047,P192,sports,"Excellent product, I loved it!",30,5,0.38,3
R0048,P141,fashion,"Just okay, nothing special.",27,4,-0.27,3
R0049,P176,sports,Amazing quality and fast shipping.,34,5,-0.06,4
R0050,P150,sports,"Just okay, nothing special.",27,4,-0.33,5
R0052,P197,fashion,"Terrible experience, would not buy again.",41,6,0.68,3
R0053,P151,home,"Just okay, nothing special.",27,4,-0.29,5
R0054,P122,sports,"Excellent product, I loved it!",30,5,0.45,4
R0055,P174,sports,Amazing quality and fast shipping.,34,5,-0.07,3
R0056,P102,fashion,Amazing quality and fast shipping.,34,5,-0.2,4
R0057,P197,electronics,"Excellent product, I loved it!",30,5,0.15,2
R0058,P168,home,"Excellent product, I loved it!",30,5,-0.32,2
R0059,P144,electronics,"Excellent product, I loved it!",30,5,-0.08,4
R0060,P101,electronics,"Excellent product, I loved it!",30,5,-0.4,4
R0061,P132,sports,"Terrible experience, would not buy again.",41,6,1.0,5
R0062,P166,sports,"Just okay, nothing special.",27,4,0.22,3
R0063,P168,sports,"Excellent product, I loved it!",30,5,-0.15,4
R0064,P199,fashion,Not worth the money.,20,4,0.31,4
R0065,P184,electronics,Amazing quality and fast shipping.,34,5,0.14,1
R0066,P165,home,"Just okay, nothing special.",27,4,0.09,4
R0067,P188,electronics,Amazing quality and fast shipping.,34,5,0.51,2
R0068,P103,electronics,Amazing quality and fast shipping.,34,5,0.58,5
R0069,P106,electronics,"Just okay, nothing special.",27,4,-0.07,2
R0070,P142,home,Amazing quality and fast shipping.,34,5,-0.09,4
R0071,P164,fashion,"Just okay, nothing special.",27,4,0.06,1
R0072,P167,electronics,Not worth the money.,20,4,-0.95,5
R0073,P124,fashion,"Terrible experience, would not buy again.",41,6,-0.56,4
R0074,P146,sports,Not worth the money.,20,4,0.88,4
R0075,P151,electronics,Not worth the money.,20,4,1.0,1
R0076,P136,fashion,"Terrible experience, would not buy again.",41,6,0.08,5
R0077,P173,sports,"Just okay, nothing special.",27,4,0.49,3
R0078,P121,home,"Excellent product, I loved it!",30,5,0.36,5
R0079,P156,fashion,"Just okay, nothing special.",27,4,1.0,3
R0080,P155,sports,"Excellent product, I loved it!",30,5,0.76,2
R0081,P189,sports,Not worth the money.,20,4,0.14,1
R0082,P120,fashion,"Just okay, nothing special.",27,4,-0.28,4
R0083,P146,fashion,"Just okay, nothing special.",27,4,-0.6,4
R0084,P136,home,"Just okay, nothing special.",27,4,0.3,1
R0085,P105,fashion,"Excellent product, I loved it!",30,5,-0.18,5
R0086,P125,fashion,Not worth the money.,20,4,-0.51,4
R0087,P175,fashion,Not worth the money.,20,4,-0.12,4
R0088,P130,electronics,"Excellent product, I loved it!",30,5,-0.34,4
R0089,P181,home,Amazing quality and fast shipping.,34,5,1.0,4
R0090,P173,fashion,"Excellent product, I loved it!",30,5,0.64,4
R0091,P124,fashion,"Excellent product, I loved it!",30,5,0.2,2
R0092,P168,electronics,Amazing quality and fast shipping.,34,5,0.94,2
R0093,P179,sports,Not worth the money.,20,4,0.24,5
R0094,P151,electronics,"Terrible experience, would not buy again.",41,6,-0.23,5
R0095,P111,sports,Not worth the money.,20,4,0.96,3
R0096,P177,fashion,"Just okay, nothing special.",27,4,0.47,3
R0097,P118,electronics,"Just okay, nothing special.",27,4,-0.32,4
R0098,P175,electronics,"Terrible experience, would not buy again.",41,6,0.1,4
R0099,P137,home,Not worth the money.,20,4,-0.24,1
R0100,P133,home,Amazing quality and fast shipping.,34,5,-0.49,2
R0101,P103,sports,"Terrible experience, would not buy again.",41,6,0.66,5
R0102,P114,home,"Excellent product, I loved it!",30,5,1.0,4
R0104,P179,home,"Excellent product, I loved it!",30,5,0.48,3
R0105,P102,fashion,"Terrible experience, would not buy again.",41,6,-0.13,3
R0106,P144,electronics,"Terrible experience, would not buy again.",41,6,-0.04,4
R0107,P149,sports,Amazing quality and fast shipping.,34,5,-0.1,1
R0108,P190,sports,Not worth the money.,20,4,-0.23,2
R0109,P167,electronics,"Excellent product, I loved it!",30,5,0.22,5
R0110,P162,home,Amazing quality and fast shipping.,34,5,-0.22,2
R0111,P129,electronics,Not worth the money.,20,4,0.34,4
R0112,P163,sports,"Excellent product, I loved it!",30,5,0.17,3
R0113,P149,electronics,Amazing quality and fast shipping.,34,5,0.08,1
R0114,P140,sports,"Excellent product, I loved it!",30,5,-0.25,3
R0115,P112,electronics,"Just okay, nothing special.",27,4,-0.09,5
R0116,P119,sports,Not worth the money.,20,4,0.58,5
R0117,P106,electronics,"Excellent product, I loved it!",30,5,0.45,5
R0118,P103,home,"Terrible experience, would not buy again.",41,6,-0.29,3
R0119,P151,electronics,Amazing quality and fast shipping.,34,5,0.25,4
R0120,P128,electronics,"Just okay, nothing special.",27,4,0.58,3
R0121,P195,electronics,"Just okay, nothing special.",27,4,-0.63,3
R0122,P149,electronics,"Excellent product, I loved it!",30,5,0.47,5
R0123,P132,fashion,"Terrible experience, would not buy again.",41,6,-0.13,1
R0125,P134,electronics,Not worth the money.,20,4,-0.18,3
R0126,P144,home,"Excellent product, I loved it!",30,5,-0.7,1
R0127,P194,sports,Not worth the money.,20,4,-0.61,2
R0128,P189,sports,Not worth the money.,20,4,0.22,4
R0129,P139,sports,"Excellent product, I loved it!",30,5,0.33,4
R0130,P171,home,"Terrible experience, would not buy again.",41,6,-0.25,5
R0131,P129,home,"Terrible experience, would not buy again.",41,6,0.52,5
R0133,P154,fashion,Amazing quality and fast shipping.,34,5,0.17,3
R0134,P102,fashion,"Terrible experience, would not buy again.",41,6,-0.41,3
R0136,P116,sports,Amazing quality and fast shipping.,34,5,0.22,3
R0137,P163,electronics,Amazing quality and fast shipping.,34,5,-0.23,4
R0138,P193,home,"Just okay, nothing special.",27,4,0.01,4
R0139,P188,electronics,"Excellent product, I loved it!",30,5,0.7,4
R0140,P162,electronics,"Excellent product, I loved it!",30,5,-0.09,4
R0141,P131,electronics,"Terrible experience, would not buy again.",41,6,0.62,3
R0142,P178,electronics,"Excellent product, I loved it!",30,5,-0.36,5
R0143,P146,fashion,"Just okay, nothing special.",27,4,0.46,5
R0144,P151,sports,Amazing quality and fast shipping.,34,5,0.92,2
R0145,P185,home,"Just okay, nothing special.",27,4,-1.0,5
R0146,P115,sports,"Excellent product, I loved it!",30,5,-0.2,4
R0147,P167,electronics,"Just okay, nothing special.",27,4,0.49,5
R0148,P171,electronics,Not worth the money.,20,4,0.1,5
R0149,P111,sports,"Terrible experience, would not buy again.",41,6,0.39,4
R0150,P180,sports,"Excellent product, I loved it!",30,5,-0.1,1
R0151,P158,home,"Just okay, nothing special.",27,4,0.24,3
R0152,P101,electronics,Not worth the money.,20,4,0.12,4
R0153,P118,fashion,"Just okay, nothing special.",27,4,0.78,4
R0154,P173,fashion,Amazing quality and fast shipping.,34,5,0.33,3
R0155,P172,home,"Just okay, nothing special.",27,4,0.37,2
R0157,P144,fashion,"Terrible experience, would not buy again.",41,6,-0.04,5
R0158,P102,electronics,Not worth the money.,20,4,-0.02,4
R0159,P193,fashion,"Excellent product, I loved it!",30,5,0.4,2
R0160,P146,fashion,"Just okay, nothing special.",27,4,-0.01,3
R0161,P104,electronics,"Excellent product, I loved it!",30,5,0.34,1
R0162,P192,fashion,"Excellent product, I loved it!",30,5,1.0,5
R0164,P120,home,"Excellent product, I loved it!",30,5,0.04,4
R0165,P175,fashion,"Excellent product, I loved it!",30,5,0.8,3
R0166,P111,home,"Excellent product, I loved it!",30,5,0.0,4
R0167,P184,electronics,"Terrible experience, would not buy again.",41,6,-0.82,4
R0168,P146,electronics,"Terrible experience, would not buy again.",41,6,-0.3,5
R0169,P138,fashion,"Excellent product, I loved it!",30,5,-0.74,3
R0170,P103,fashion,"Just okay, nothing special.",27,4,0.02,1
R0171,P199,home,Not worth the money.,20,4,0.21,2
R0172,P138,electronics,Not worth the money.,20,4,1.0,5
R0173,P170,sports,"Excellent product, I loved it!",30,5,0.36,5
R0174,P130,sports,"Just okay, nothing special.",27,4,0.09,4
R0176,P180,electronics,Not worth the money.,20,4,-0.91,4
R0177,P181,home,Amazing quality and fast shipping.,34,5,0.32,2
R0178,P172,home,Not worth the money.,20,4,0.59,5
R0179,P189,sports,"Just okay, nothing special.",27,4,-0.54,4
R0180,P194,fashion,"Just okay, nothing special.",27,4,0.77,3
R0181,P127,fashion,Amazing quality and fast shipping.,34,5,0.37,4
R0182,P191,sports,Amazing quality and fast shipping.,34,5,-0.01,1
R0183,P109,home,Amazing quality and fast shipping.,34,5,0.52,2
R0184,P190,home,Not worth the money.,20,4,1.0,5
R0185,P145,sports,"Excellent product, I loved it!",30,5,0.29,1
R0186,P146,sports,"Excellent product, I loved it!",30,5,0.32,4
R0187,P106,fashion,Amazing quality and fast shipping.,34,5,-0.03,3
R0188,P157,fashion,Amazing quality and fast shipping.,34,5,-0.22,3
R0189,P103,electronics,"Terrible experience, would not buy again.",41,6,0.62,3
R0190,P146,fashion,Not worth the money.,20,4,-0.23,3
R0191,P101,electronics,"Excellent product, I loved it!",30,5,0.24,5
R0192,P109,fashion,"Excellent product, I loved it!",30,5,-0.04,3
R0193,P154,home,Not worth the money.,20,4,0.44,4
R0194,P135,electronics,Not worth the money.,20,4,0.37,4
R0195,P126,home,Not worth the money.,20,4,0.72,4
R0196,P193,electronics,Amazing quality and fast shipping.,34,5,-0.06,5
R0197,P153,sports,Not worth the money.,20,4,0.07,5
R0198,P169,sports,"Excellent product, I loved it!",30,5,-0.29,3
R0199,P156,sports,"Just okay, nothing special.",27,4,-0.02,1
R0200,P194,home,Not worth the money.,20,4,0.39,3
R0201,P131,sports,정말 별로예요. 다른 제품을 찾아보세요.,22,5,-0.98,1
R0202,P165,sports,실망스러운 품질이었어요. 다시는 안 살 거예요.,26,6,-0.54,1
R0203,P149,sports,좋지도 나쁘지도 않아요.,13,3,-0.44,4
R0204,P159,sports,별로입니다. 추천하지 않습니다.,17,3,-0.68,1
R0205,P171,fashion,기대 이상으로 좋았습니다. 강력 추천해요.,23,5,0.77,4
R0206,P183,sports,정말 별로예요. 다른 제품을 찾아보세요.,22,5,-0.88,1
R0207,P102,fashion,무난합니다. 그냥 쓸 만해요.,16,4,0.27,4
R0208,P140,electronics,정말 별로예요. 다른 제품을 찾아보세요.,22,5,-0.63,1
R0209,P119,home,실망스러운 품질이었어요. 다시는 안 살 거예요.,26,6,-0.88,2
R0210,P117,sports,다시 구매할 의향이 있습니다. 아주 만족해요.,25,6,0.85,5
R0211,P130,sports,좋지도 나쁘지도 않아요.,13,3,-0.34,4
R0212,P192,sports,정말 별로예요. 다른 제품을 찾아보세요.,22,5,-0.7,2
R0213,P104,sports,아주 좋은 제품이에요. 만족스럽습니다!,21,4,0.86,4
R0214,P191,sports,실망스러운 품질이었어요. 다시는 안 살 거예요.,26,6,-0.52,1
R0215,P103,home,돈 낭비였어요. 비추천합니다.,16,3,-0.62,1
R0216,P126,electronics,별로입니다. 추천하지 않습니다.,17,3,-0.68,2
R0217,P197,home,실망스러운 품질이었어요. 다시는 안 살 거예요.,26,6,-0.68,1
R0218,P118,fashion,별로입니다. 추천하지 않습니다.,17,3,-0.75,2
R0219,P105,sports,기대 이상으로 좋았습니다. 강력 추천해요.,23,5,0.88,4
R0220,P149,sports,정말 별로예요. 다른 제품을 찾아보세요.,22,5,-0.66,1
R0221,P142,electronics,기대 이상으로 좋았습니다. 강력 추천해요.,23,5,0.82,4
R0222,P137,sports,그냥 괜찮아요. 특별한 점은 없네요.,20,5,0.19,3
R0223,P167,electronics,별로입니다. 추천하지 않습니다.,17,3,-0.64,1
R0224,P193,home,다시 구매할 의향이 있습니다. 아주 만족해요.,25,6,0.67,5
R0225,P110,fashion,실망스러운 품질이었어요. 다시는 안 살 거예요.,26,6,-0.83,2
R0226,P126,electronics,좋지도 나쁘지도 않아요.,13,3,-0.12,4
R0227,P140,fashion,아주 좋은 제품이에요. 만족스럽습니다!,21,4,0.9,4
R0228,P104,home,아주 좋은 제품이에요. 만족스럽습니다!,21,4,0.85,5
R0229,P142,home,무난합니다. 그냥 쓸 만해요.,16,4,0.27,4
R0230,P175,sports,돈 낭비였어요. 비추천합니다.,16,3,-0.79,1
R0231,P196,electronics,별로입니다. 추천하지 않습니다.,17,3,-0.56,2
R0232,P141,fashion,훌륭한 품질에 배송도 빨랐어요.,17,4,0.64,5
R0233,P184,electronics,훌륭한 품질에 배송도 빨랐어요.,17,4,0.85,4
R0234,P184,electronics,평범한 제품이에요. 예상했던 그대로입니다.,23,4,0.13,3
R0235,P103,sports,이 제품 정말 최고예요!,13,4,0.81,4
R0236,P198,home,기대 이상으로 좋았습니다. 강력 추천해요.,23,5,0.78,5
R0237,P119,fashion,그냥 괜찮아요. 특별한 점은 없네요.,20,5,0.13,3
R0238,P100,fashion,훌륭한 품질에 배송도 빨랐어요.,17,4,0.88,5
R0239,P104,home,다시 구매할 의향이 있습니다. 아주 만족해요.,25,6,0.69,4
R0240,P128,home,무난합니다. 그냥 쓸 만해요.,16,4,0.26,3
R0241,P125,electronics,훌륭한 품질에 배송도 빨랐어요.,17,4,0.71,5
R0242,P163,sports,기대 이상으로 좋았습니다. 강력 추천해요.,23,5,0.83,4
R0243,P151,home,실망스러운 품질이었어요. 다시는 안 살 거예요.,26,6,-0.63,2
R0244,P185,electronics,이 제품 정말 최고예요!,13,4,0.58,4
R0245,P134,home,돈 낭비였어요. 비추천합니다.,16,3,-0.93,2
R0246,P103,electronics,좋지도 나쁘지도 않아요.,13,3,-0.17,3
R0247,P157,fashion,기대했던 것보다 별로네요.,14,3,-0.6,1
R0248,P165,fashion,그냥 괜찮아요. 특별한 점은 없네요.,20,5,-0.04,4
R0249,P132,fashion,아주 좋은 제품이에요. 만족스럽습니다!,21,4,0.93,4
R0250,P118,home,훌륭한 품질에 배송도 빨랐어요.,17,4,0.56,4
R0251,P132,sports,실망스러운 품질이었어요. 다시는 안 살 거예요.,26,6,-0.82,2
R0252,P106,electronics,정말 별로예요. 다른 제품을 찾아보세요.,22,5,-0.68,1
R0253,P129,fashion,실망스러운 품질이었어요. 다시는 안 살 거예요.,26,6,-0.82,2
R0254,P137,sports,기대 이상으로 좋았습니다. 강력 추천해요.,23,5,0.74,5
R0255,P159,electronics,기대했던 것보다 별로네요.,14,3,-0.56,2
R0256,P154,sports,다시 구매할 의향이 있습니다. 아주 만족해요.,25,6,0.78,5
R0257,P133,fashion,평범한 제품이에요. 예상했던 그대로입니다.,23,4,0.4,3
R0258,P175,home,실망스러운 품질이었어요. 다시는 안 살 거예요.,26,6,-0.79,2
R0259,P107,home,정말 별로예요. 다른 제품을 찾아보세요.,22,5,-0.91,1
R0260,P137,electronics,이 제품 정말 최고예요!,13,4,0.74,5
R0261,P126,electronics,아주 좋은 제품이에요. 만족스럽습니다!,21,4,0.99,4
R0262,P193,fashion,훌륭한 품질에 배송도 빨랐어요.,17,4,0.85,5
R0263,P196,sports,돈 낭비였어요. 비추천합니다.,16,3,-0.76,2
R0264,P122,home,훌륭한 품질에 배송도 빨랐어요.,17,4,0.85,4
R0265,P149,sports,정말 별로예요. 다른 제품을 찾아보세요.,22,5,-0.73,2
R0266,P167,electronics,그럭저럭입니다.,8,1,0.32,4
R0267,P183,home,별로입니다. 추천하지 않습니다.,17,3,-0.69,2
R0268,P133,sports,이 제품 정말 최고예요!,13,4,0.84,5
R0269,P189,electronics,평범한 제품이에요. 예상했던 그대로입니다.,23,4,0.28,3
R0270,P134,electronics,평범한 제품이에요. 예상했던 그대로입니다.,23,4,0.01,3
R0271,P134,home,별로입니다. 추천하지 않습니다.,17,3,-0.76,2
R0272,P115,electronics,실망스러운 품질이었어요. 다시는 안 살 거예요.,26,6,-0.64,1
R0273,P108,fashion,실망스러운 품질이었어요. 다시는 안 살 거예요.,26,6,-0.88,1
R0274,P129,electronics,그럭저럭입니다.,8,1,-0.07,3
R0275,P179,sports,그럭저럭입니다.,8,1,0.03,3
R0276,P148,fashion,정말 별로예요. 다른 제품을 찾아보세요.,22,5,-0.99,2
R0277,P124,electronics,평범한 제품이에요. 예상했던 그대로입니다.,23,4,-0.01,4
R0278,P187,fashion,정말 별로예요. 다른 제품을 찾아보세요.,22,5,-0.66,2
R0279,P190,sports,좋지도 나쁘지도 않아요.,13,3,-0.3,4
R0280,P169,electronics,돈 낭비였어요. 비추천합니다.,16,3,-0.55,1
R0281,P123,electronics,다시 구매할 의향이 있습니다. 아주 만족해요.,25,6,0.66,4
R0282,P153,sports,실망스러운 품질이었어요. 다시는 안 살 거예요.,26,6,-0.7,1
R0283,P196,home,무난합니다. 그냥 쓸 만해요.,16,4,0.41,3
R0284,P110,home,평범한 제품이에요. 예상했던 그대로입니다.,23,4,-0.49,4
R0285,P153,sports,돈 낭비였어요. 비추천합니다.,16,3,-0.75,1
R0286,P173,home,기대했던 것보다 별로네요.,14,3,-0.71,1
R0287,P141,fashion,이 제품 정말 최고예요!,13,4,0.88,4
R0288,P120,home,평범한 제품이에요. 예상했던 그대로입니다.,23,4,-0.02,3
R0289,P150,home,무난합니다. 그냥 쓸 만해요.,16,4,0.42,3
R0290,P177,sports,실망스러운 품질이었어요. 다시는 안 살 거예요.,26,6,-0.63,1
R0291,P132,fashion,그냥 괜찮아요. 특별한 점은 없네요.,20,5,0.1,4
R0292,P139,electronics,실망스러운 품질이었어요. 다시는 안 살 거예요.,26,6,-0.73,1
R0293,P122,electronics,기대했던 것보다 별로네요.,14,3,-0.94,2
R0294,P190,fashion,기대 이상으로 좋았습니다. 강력 추천해요.,23,5,0.89,4
R0295,P167,fashion,훌륭한 품질에 배송도 빨랐어요.,17,4,0.51,5
R0296,P168,fashion,아주 좋은 제품이에요. 만족스럽습니다!,21,4,0.52,4
R0297,P100,home,평범한 제품이에요. 예상했던 그대로입니다.,23,4,0.47,3
R0298,P191,electronics,훌륭한 품질에 배송도 빨랐어요.,17,4,0.94,4
R0299,P159,fashion,그냥 괜찮아요. 특별한 점은 없네요.,20,5,0.26,4
R0300,P136,electronics,정말 별로예요. 다른 제품을 찾아보세요.,22,5,-0.89,2
R0301,P107,home,다시 구매할 의향이 있습니다. 아주 만족해요.,25,6,0.88,5
R0302,P131,sports,정말 별로예요. 다른 제품을 찾아보세요.,22,5,-0.59,2
R0303,P119,home,별로입니다. 추천하지 않습니다.,17,3,-0.56,2
R0304,P126,electronics,별로입니다. 추천하지 않습니다.,17,3,-0.88,2
R0305,P130,fashion,그냥 괜찮아요. 특별한 점은 없네요.,20,5,0.26,3
R0306,P199,electronics,그럭저럭입니다.,8,1,-0.16,3
R0307,P198,fashion,아주 좋은 제품이에요. 만족스럽습니다!,21,4,0.71,4
R0308,P156,electronics,별로입니다. 추천하지 않습니다.,17,3,-0.59,1
R0309,P130,electronics,훌륭한 품질에 배송도 빨랐어요.,17,4,0.6,4
R0310,P191,electronics,이 제품 정말 최고예요!,13,4,0.87,4
R0311,P147,sports,별로입니다. 추천하지 않습니다.,17,3,-0.97,1
R0312,P148,home,별로입니다. 추천하지 않습니다.,17,3,-0.83,1
R0313,P142,fashion,무난합니다. 그냥 쓸 만해요.,16,4,-0.38,3
R0314,P200,electronics,정말 별로예요. 다른 제품을 찾아보세요.,22,5,-0.83,1
R0315,P116,fashion,돈 낭비였어요. 비추천합니다.,16,3,-0.86,2
R0316,P127,home,돈 낭비였어요. 비추천합니다.,16,3,-0.66,2
R0317,P111,electronics,정말 별로예요. 다른 제품을 찾아보세요.,22,5,-0.83,1
R0318,P144,fashion,그냥 괜찮아요. 특별한 점은 없네요.,20,5,0.35,4
R0319,P129,fashion,정말 별로예요. 다른 제품을 찾아보세요.,22,5,-0.77,2
R0320,P105,sports,이 제품 정말 최고예요!,13,4,0.52,5
R0321,P181,electronics,별로입니다. 추천하지 않습니다.,17,3,-0.69,2
R0322,P120,electronics,기대했던 것보다 별로네요.,14,3,-0.86,2
R0323,P156,electronics,돈 낭비였어요. 비추천합니다.,16,3,-0.65,2
R0324,P188,fashion,기대 이상으로 좋았습니다. 강력 추천해요.,23,5,0.69,5
R0325,P165,fashion,그냥 괜찮아요. 특별한 점은 없네요.,20,5,0.47,4
R0326,P149,sports,다시 구매할 의향이 있습니다. 아주 만족해요.,25,6,0.92,5
R0327,P151,electronics,다시 구매할 의향이 있습니다. 아주 만족해요.,25,6,0.82,4
R0328,P173,sports,다시 구매할 의향이 있습니다. 아주 만족해요.,25,6,0.86,4
R0329,P161,home,아주 좋은 제품이에요. 만족스럽습니다!,21,4,0.73,4
R0330,P187,home,그냥 괜찮아요. 특별한 점은 없네요.,20,5,-0.4,3
R0331,P176,sports,정말 별로예요. 다른 제품을 찾아보세요.,22,5,-0.8,2
R0332,P164,home,다시 구매할 의향이 있습니다. 아주 만족해요.,25,6,0.64,4
R0333,P122,sports,실망스러운 품질이었어요. 다시는 안 살 거예요.,26,6,-0.79,1
R0334,P145,home,다시 구매할 의향이 있습니다. 아주 만족해요.,25,6,0.62,4
R0335,P183,sports,실망스러운 품질이었어요. 다시는 안 살 거예요.,26,6,-0.83,2
R0336,P156,sports,그냥 괜찮아요. 특별한 점은 없네요.,20,5,-0.26,3
R0337,P162,fashion,무난합니다. 그냥 쓸 만해요.,16,4,0.42,4
R0338,P119,fashion,그럭저럭입니다.,8,1,-0.39,4
R0339,P179,home,평범한 제품이에요. 예상했던 그대로입니다.,23,4,0.37,3
R0340,P141,fashion,정말 별로예요. 다른 제품을 찾아보세요.,22,5,-0.6,2
R0341,P168,electronics,돈 낭비였어요. 비추천합니다.,16,3,-0.54,1
R0342,P199,fashion,평범한 제품이에요. 예상했던 그대로입니다.,23,4,-0.12,4
R0343,P117,sports,돈 낭비였어요. 비추천합니다.,16,3,-0.62,1
R0344,P128,electronics,실망스러운 품질이었어요. 다시는 안 살 거예요.,26,6,-0.94,2
R0345,P197,home,그냥 괜찮아요. 특별한 점은 없네요.,20,5,0.3,3
R0346,P195,electronics,아주 좋은 제품이에요. 만족스럽습니다!,21,4,0.84,4
R0347,P177,home,무난합니다. 그냥 쓸 만해요.,16,4,-0.08,4
R0348,P184,home,이 제품 정말 최고예요!,13,4,0.78,5
R0349,P110,electronics,그냥 괜찮아요. 특별한 점은 없네요.,20,5,-0.37,4
R0350,P167,sports,이 제품 정말 최고예요!,13,4,0.63,4
R0351,P136,electronics,다시 구매할 의향이 있습니다. 아주 만족해요.,25,6,0.62,5
R0352,P149,electronics,좋지도 나쁘지도 않아요.,13,3,-0.33,3
R0353,P114,home,훌륭한 품질에 배송도 빨랐어요.,17,4,0.57,5
R0354,P192,sports,훌륭한 품질에 배송도 빨랐어요.,17,4,0.85,4
R0355,P112,sports,기대했던 것보다 별로네요.,14,3,-0.68,1
R0356,P162,home,다시 구매할 의향이 있습니다. 아주 만족해요.,25,6,0.54,5
R0357,P128,home,그럭저럭입니다.,8,1,0.2,3
R0358,P174,fashion,돈 낭비였어요. 비추천합니다.,16,3,-0.88,2
R0359,P179,sports,무난합니다. 그냥 쓸 만해요.,16,4,-0.29,3
R0360,P123,sports,그럭저럭입니다.,8,1,0.47,3
R0361,P118,fashion,별로입니다. 추천하지 않습니다.,17,3,-0.94,2
R0362,P141,fashion,평범한 제품이에요. 예상했던 그대로입니다.,23,4,-0.07,4
R0363,P199,sports,좋지도 나쁘지도 않아요.,13,3,-0.12,4
R0364,P197,sports,그냥 괜찮아요. 특별한 점은 없네요.,20,5,-0.46,3
R0365,P104,sports,실망스러운 품질이었어요. 다시는 안 살 거예요.,26,6,-0.86,1
R0366,P186,sports,그럭저럭입니다.,8,1,-0.21,4
R0367,P130,fashion,다시 구매할 의향이 있습니다. 아주 만족해요.,25,6,0.66,4
R0368,P139,home,이 제품 정말 최고예요!,13,4,0.9,5
R0369,P180,electronics,이 제품 정말 최고예요!,13,4,0.63,4
R0370,P131,fashion,돈 낭비였어요. 비추천합니다.,16,3,-0.97,2
R0371,P138,electronics,좋지도 나쁘지도 않아요.,13,3,0.37,3
R0372,P164,home,돈 낭비였어요. 비추천합니다.,16,3,-0.66,2
R0373,P165,sports,평범한 제품이에요. 예상했던 그대로입니다.,23,4,0.44,3
R0374,P117,fashion,실망스러운 품질이었어요. 다시는 안 살 거예요.,26,6,-0.63,2
R0375,P122,home,그럭저럭입니다.,8,1,-0.06,3
R0376,P164,sports,별로입니다. 추천하지 않습니다.,17,3,-0.9,2
R0377,P112,sports,그럭저럭입니다.,8,1,0.12,4
R0378,P157,fashion,평범한 제품이에요. 예상했던 그대로입니다.,23,4,0.45,4
R0379,P167,home,이 제품 정말 최고예요!,13,4,0.94,5
R0380,P113,electronics,그냥 괜찮아요. 특별한 점은 없네요.,20,5,0.42,3
R0381,P107,fashion,좋지도 나쁘지도 않아요.,13,3,-0.13,3
R0382,P104,electronics,그럭저럭입니다.,8,1,0.07,3
